employer,notice_date,number_of_employees_affected,warn_type,city,zip,lwib_area,address,record_number,detail_page_url
Lucent Technologies,"Feb 11, 2003",1,WARN,,,3 - Workforce Investment Area III,,477,https://www.kansasworks.com/search/warn_lookups/477
Boeing Company,"Feb 17, 2003",16,WARN,,,4 - Workforce Investment Area IV,,478,https://www.kansasworks.com/search/warn_lookups/478
Raytheon Aircraft,"Feb 07, 2003",16,Non-WARN,,,1 - Workforce Investment Area I,,479,https://www.kansasworks.com/search/warn_lookups/479
Blue Cross/Blue Shield,"May 15, 2002",3,Non-WARN,,,4 - Workforce Investment Area IV,,350,https://www.kansasworks.com/search/warn_lookups/350
LIBERTY REGIONAL AREA MARKETS (LRAM),"Jan 04, 2002",50,Non-WARN,,,3 - Workforce Investment Area III,8735 ROSEHILL RD,145,https://www.kansasworks.com/search/warn_lookups/145
Eldorado National Inc.,"Jan 25, 2002",38,Non-WARN,,,1 - Workforce Investment Area I,,147,https://www.kansasworks.com/search/warn_lookups/147
Tyco Capital Corporation,"Feb 01, 2002",40,WARN,,,3 - Workforce Investment Area III,,161,https://www.kansasworks.com/search/warn_lookups/161
Marc Industries,"Feb 14, 2002",23,Non-WARN,,,3 - Workforce Investment Area III,,162,https://www.kansasworks.com/search/warn_lookups/162
Master Machine Inc.,"Feb 08, 2002",,Non-WARN,,,1 - Workforce Investment Area I,,166,https://www.kansasworks.com/search/warn_lookups/166
GMAC,"Feb 19, 2002",6,Non-WARN,,,3 - Workforce Investment Area III,,169,https://www.kansasworks.com/search/warn_lookups/169
CNA INSURANCE,"Feb 06, 2002",89,WARN,,,3 - Workforce Investment Area III,,170,https://www.kansasworks.com/search/warn_lookups/170
THERM-L-TEC INDUSTRIES,"Feb 04, 2002",35,Non-WARN,,,3 - Workforce Investment Area III,,173,https://www.kansasworks.com/search/warn_lookups/173
VECTRON INTERNATIONAL,"Feb 25, 2002",0,WARN,,,3 - Workforce Investment Area III,,176,https://www.kansasworks.com/search/warn_lookups/176
EFTC Midwest Facility,"Feb 06, 2002",15,WARN,,,2 - Workforce Investment Area II,,181,https://www.kansasworks.com/search/warn_lookups/181
HOBART CORPORATION,"Feb 25, 2002",190,WARN,,,3 - Workforce Investment Area III,,190,https://www.kansasworks.com/search/warn_lookups/190
"Great Bend Manufacturing Co. - Div. of Bush Hog, L","Feb 21, 2002",,WARN,,,1 - Workforce Investment Area I,,191,https://www.kansasworks.com/search/warn_lookups/191
"Quinstar Equipment Co, LP","Mar 14, 2002",,Non-WARN,,,1 - Workforce Investment Area I,,192,https://www.kansasworks.com/search/warn_lookups/192
Goodwill Industries Easter Seal,"Mar 11, 2002",6,Non-WARN,,,1 - Workforce Investment Area I,,196,https://www.kansasworks.com/search/warn_lookups/196
Modine Mfg,"Mar 21, 2002",80,WARN,,,5 - Workforce Investment Area V,,199,https://www.kansasworks.com/search/warn_lookups/199
"Genmar Manufacturing of Kansas, L.L.C.","Mar 18, 2002",119,WARN,,,2 - Workforce Investment Area II,,200,https://www.kansasworks.com/search/warn_lookups/200
K-Mart,"Mar 12, 2002",,Non-WARN,,,2 - Workforce Investment Area II,,201,https://www.kansasworks.com/search/warn_lookups/201
Farmland Industries-Lawrence,"Jan 10, 2002",54,WARN,,,2 - Workforce Investment Area II,,209,https://www.kansasworks.com/search/warn_lookups/209
Ottawa Truck,"Jan 09, 2002",40,Non-WARN,,,2 - Workforce Investment Area II,,210,https://www.kansasworks.com/search/warn_lookups/210
"Hill's Pet Nutrition, Inc. and Subsidiaries","Jan 18, 2002",27,WARN,,,2 - Workforce Investment Area II,,212,https://www.kansasworks.com/search/warn_lookups/212
Burlington Northern Santa Fe Railway,"Feb 21, 2002",,WARN,,,2 - Workforce Investment Area II,,227,https://www.kansasworks.com/search/warn_lookups/227
Spiegel Group Telemarketing Service Inc.,"Mar 12, 2002",670,WARN,,,4 - Workforce Investment Area IV,same,291,https://www.kansasworks.com/search/warn_lookups/291
Wenger Louis Mfg Co,"Jan 07, 2002",45,Non-WARN,,,2 - Workforce Investment Area II,,266,https://www.kansasworks.com/search/warn_lookups/266
UCB Films,"Feb 05, 2002",20,Non-WARN,,,2 - Workforce Investment Area II,,268,https://www.kansasworks.com/search/warn_lookups/268
Andrew Corp,"Apr 18, 2001",25,Non-WARN,,,5 - Workforce Investment Area V,,57,https://www.kansasworks.com/search/warn_lookups/57
Cessna of Independence,"May 21, 2001",250,Non-WARN,,,5 - Workforce Investment Area V,,58,https://www.kansasworks.com/search/warn_lookups/58
Food 4 Less,"Sep 26, 2001",40,Non-WARN,,,5 - Workforce Investment Area V,,61,https://www.kansasworks.com/search/warn_lookups/61
PKM Steel Services,"Nov 30, 2001",10,Non-WARN,,,1 - Workforce Investment Area I,,65,https://www.kansasworks.com/search/warn_lookups/65
Country General,"Nov 01, 2001",8,Non-WARN,,,1 - Workforce Investment Area I,,72,https://www.kansasworks.com/search/warn_lookups/72
Country General,"Nov 01, 2001",11,Non-WARN,,,1 - Workforce Investment Area I,,73,https://www.kansasworks.com/search/warn_lookups/73
Country General,"Nov 01, 2001",12,Non-WARN,,,1 - Workforce Investment Area I,,76,https://www.kansasworks.com/search/warn_lookups/76
"Alltell Communications , Inc.","Mar 05, 2001",35,WARN,,,1 - Workforce Investment Area I,,77,https://www.kansasworks.com/search/warn_lookups/77
Eaton Corporation,"Apr 03, 2001",51,Non-WARN,,,1 - Workforce Investment Area I,,78,https://www.kansasworks.com/search/warn_lookups/78
IFH Deluxe Tank Manufacturing Co.,"Mar 09, 2001",65,WARN,,,1 - Workforce Investment Area I,,79,https://www.kansasworks.com/search/warn_lookups/79
Morning Star Ministries Inc.,"Apr 16, 2001",37,Non-WARN,,,1 - Workforce Investment Area I,,80,https://www.kansasworks.com/search/warn_lookups/80
The Holland Company,"Nov 16, 2001",19,Non-WARN,,,1 - Workforce Investment Area I,,83,https://www.kansasworks.com/search/warn_lookups/83
McNally Mfg.,"Dec 04, 2001",62,WARN,,,5 - Workforce Investment Area V,,84,https://www.kansasworks.com/search/warn_lookups/84
Cessna of Independence,"Oct 24, 2001",150,WARN,,,5 - Workforce Investment Area V,,87,https://www.kansasworks.com/search/warn_lookups/87
Dillions Grocery,"Nov 20, 2001",45,WARN,,,5 - Workforce Investment Area V,,93,https://www.kansasworks.com/search/warn_lookups/93
Andrews McMeel Publishing,"Nov 01, 2001",,WARN,,,3 - Workforce Investment Area III,,94,https://www.kansasworks.com/search/warn_lookups/94
Convergent Label Technology,"Nov 05, 2001",213,WARN,,,3 - Workforce Investment Area III,,100,https://www.kansasworks.com/search/warn_lookups/100
Northern Reflections,"Apr 25, 2001",7,Non-WARN,,,1 - Workforce Investment Area I,,101,https://www.kansasworks.com/search/warn_lookups/101
Eaton Corporation,"Apr 17, 2001",18,Non-WARN,,,1 - Workforce Investment Area I,,102,https://www.kansasworks.com/search/warn_lookups/102
"ASF-Keystone, Inc.","Mar 16, 2001",,WARN,,,1 - Workforce Investment Area I,,103,https://www.kansasworks.com/search/warn_lookups/103
"Heartland Wheat Growers, L.P.","May 01, 2001",53,WARN,,,1 - Workforce Investment Area I,,104,https://www.kansasworks.com/search/warn_lookups/104
APAC Customer Service,"Jun 14, 2001",94,Non-WARN,,,1 - Workforce Investment Area I,,105,https://www.kansasworks.com/search/warn_lookups/105
Great Bend Industries(Kaydon Corp.),"Aug 10, 2001",17,Non-WARN,,,1 - Workforce Investment Area I,,106,https://www.kansasworks.com/search/warn_lookups/106
Raytheon Aircraft Co.,"Aug 16, 2001",,Non-WARN,,,1 - Workforce Investment Area I,,107,https://www.kansasworks.com/search/warn_lookups/107
Western Auto Cooperation,"Jul 31, 2001",7,Non-WARN,,,1 - Workforce Investment Area I,,109,https://www.kansasworks.com/search/warn_lookups/109
Cedar Crest Manor/Prime Health Corporate owner,"Aug 14, 2001",33,Non-WARN,,,1 - Workforce Investment Area I,,110,https://www.kansasworks.com/search/warn_lookups/110
"Enersys, Inc.","Sep 13, 2001",9,Non-WARN,,,1 - Workforce Investment Area I,,112,https://www.kansasworks.com/search/warn_lookups/112
Raytheon Aircraft Co.,"Sep 13, 2001",32,Non-WARN,,,1 - Workforce Investment Area I,,114,https://www.kansasworks.com/search/warn_lookups/114
Kincaid Equipment Mfg. Corp.,"Oct 25, 2001",10,Non-WARN,,,1 - Workforce Investment Area I,,119,https://www.kansasworks.com/search/warn_lookups/119
RANS Company,"Sep 25, 2001",,Non-WARN,,,1 - Workforce Investment Area I,,120,https://www.kansasworks.com/search/warn_lookups/120
Philips Lighting Company,"Sep 07, 2001",12,Non-WARN,,,1 - Workforce Investment Area I,,123,https://www.kansasworks.com/search/warn_lookups/123
Grand Central IGA,"Oct 09, 2001",34,Non-WARN,,,1 - Workforce Investment Area I,,124,https://www.kansasworks.com/search/warn_lookups/124
Payless Cashways Building Materials,"Aug 29, 2001",40,Non-WARN,,,1 - Workforce Investment Area I,,125,https://www.kansasworks.com/search/warn_lookups/125
Raytheon Aircraft Co.,"Oct 04, 2001",,Non-WARN,,,1 - Workforce Investment Area I,,128,https://www.kansasworks.com/search/warn_lookups/128
Raytheon Aircraft Co.,"Oct 10, 2001",20,Non-WARN,,,1 - Workforce Investment Area I,,132,https://www.kansasworks.com/search/warn_lookups/132
Jackson Ice Cream(Division of Dillon),"Oct 16, 2001",12,Non-WARN,,,1 - Workforce Investment Area I,,134,https://www.kansasworks.com/search/warn_lookups/134
Denny's Restaurant,"Oct 25, 2001",33,Non-WARN,,,1 - Workforce Investment Area I,,135,https://www.kansasworks.com/search/warn_lookups/135
Exide Corporation,"Dec 05, 2001",100,Non-WARN,,,1 - Workforce Investment Area I,,139,https://www.kansasworks.com/search/warn_lookups/139
Philips Lighting,"Dec 12, 2001",7,Non-WARN,,,1 - Workforce Investment Area I,,140,https://www.kansasworks.com/search/warn_lookups/140
Classic Cable,"Jan 02, 2001",99,WARN,,,1 - Workforce Investment Area I,,144,https://www.kansasworks.com/search/warn_lookups/144
Payless Cashways,"Sep 06, 2001",,Non-WARN,,,3 - Workforce Investment Area III,,148,https://www.kansasworks.com/search/warn_lookups/148
Osborn Group Inc.,"Aug 31, 2001",,WARN,,,3 - Workforce Investment Area III,,151,https://www.kansasworks.com/search/warn_lookups/151
Nationwide Credit Inc. (NCI),"Oct 03, 2001",32,Non-WARN,,,3 - Workforce Investment Area III,,152,https://www.kansasworks.com/search/warn_lookups/152
Honewell International,"Oct 17, 2001",157,Non-WARN,,,3 - Workforce Investment Area III,,155,https://www.kansasworks.com/search/warn_lookups/155
ABC-NACO,"Oct 11, 2001",0,WARN,,,3 - Workforce Investment Area III,,158,https://www.kansasworks.com/search/warn_lookups/158
Transamerica Finance,"Jan 31, 2001",215,WARN,,,3 - Workforce Investment Area III,,159,https://www.kansasworks.com/search/warn_lookups/159
DCCCA,"Oct 29, 2001",30,Non-WARN,,,2 - Workforce Investment Area II,,180,https://www.kansasworks.com/search/warn_lookups/180
Ottawa Truck,"Sep 11, 2001",22,Non-WARN,,,2 - Workforce Investment Area II,,182,https://www.kansasworks.com/search/warn_lookups/182
York Pharmaceuticals,"Jul 09, 2001",,Non-WARN,,,3 - Workforce Investment Area III,,193,https://www.kansasworks.com/search/warn_lookups/193
Sprint Corporation,"Oct 17, 2001",1300,WARN,,,3 - Workforce Investment Area III,,194,https://www.kansasworks.com/search/warn_lookups/194
Pryor Resources Inc.,"Jul 24, 2001",210,Non-WARN,,,3 - Workforce Investment Area III,,195,https://www.kansasworks.com/search/warn_lookups/195
Health Midwest - Menorah Medical Center,"Oct 08, 2001",803,WARN,,,3 - Workforce Investment Area III,,197,https://www.kansasworks.com/search/warn_lookups/197
Deluxe Check Corporation,"Aug 01, 2001",70,WARN,,,3 - Workforce Investment Area III,,198,https://www.kansasworks.com/search/warn_lookups/198
Bridge Information Systems,"Sep 04, 2001",20,Non-WARN,,,3 - Workforce Investment Area III,,203,https://www.kansasworks.com/search/warn_lookups/203
Alliant Techsystems Inc,"Jul 09, 2001",70,WARN,,,3 - Workforce Investment Area III,,204,https://www.kansasworks.com/search/warn_lookups/204
Farmland Foods,"Jul 30, 2001",,WARN,,,2 - Workforce Investment Area II,,205,https://www.kansasworks.com/search/warn_lookups/205
EFTC Midwest Facility,"Jul 02, 2001",180,WARN,,,2 - Workforce Investment Area II,,206,https://www.kansasworks.com/search/warn_lookups/206
Montgomery Wards,"Jan 12, 2001",122,WARN,,,2 - Workforce Investment Area II,,207,https://www.kansasworks.com/search/warn_lookups/207
Farmland Industries-Lawrence,"May 01, 2001",93,WARN,,,2 - Workforce Investment Area II,,208,https://www.kansasworks.com/search/warn_lookups/208
Maupintour,"Sep 26, 2001",,WARN,,,2 - Workforce Investment Area II,,211,https://www.kansasworks.com/search/warn_lookups/211
Callahan Creek,"Jul 31, 2001",4,Non-WARN,,,2 - Workforce Investment Area II,,213,https://www.kansasworks.com/search/warn_lookups/213
Cargill Topeka North Flour Mill,"Apr 24, 2001",20,Non-WARN,,,2 - Workforce Investment Area II,,215,https://www.kansasworks.com/search/warn_lookups/215
Santa Fe Trail Nursing Center,"Aug 03, 2001",28,Non-WARN,,,2 - Workforce Investment Area II,,216,https://www.kansasworks.com/search/warn_lookups/216
Contract Services,"Apr 23, 2001",,Non-WARN,,,2 - Workforce Investment Area II,,219,https://www.kansasworks.com/search/warn_lookups/219
Dept. of Corrections,"Feb 08, 2001",21,Non-WARN,,,2 - Workforce Investment Area II,,220,https://www.kansasworks.com/search/warn_lookups/220
Snorkel,"Mar 13, 2001",40,Non-WARN,,,2 - Workforce Investment Area II,,221,https://www.kansasworks.com/search/warn_lookups/221
Snorkel/OmniQuip Textron Inc.,"Jun 17, 2001",200,WARN,,,2 - Workforce Investment Area II,,222,https://www.kansasworks.com/search/warn_lookups/222
Duffens Optical,"Mar 14, 2001",,Non-WARN,,,2 - Workforce Investment Area II,,223,https://www.kansasworks.com/search/warn_lookups/223
"Graphic Promotions, Inc.","Apr 17, 2001",29,Non-WARN,,,2 - Workforce Investment Area II,,224,https://www.kansasworks.com/search/warn_lookups/224
On Stage/Disney Direct Marketing,"Feb 27, 2001",115,Non-WARN,,,2 - Workforce Investment Area II,,225,https://www.kansasworks.com/search/warn_lookups/225
"Oread Inc,","Feb 16, 2001",100,Non-WARN,,,2 - Workforce Investment Area II,,226,https://www.kansasworks.com/search/warn_lookups/226
Payless Cashways,"Aug 30, 2001",25,Non-WARN,,,2 - Workforce Investment Area II,,228,https://www.kansasworks.com/search/warn_lookups/228
Topeka Metal Specialties,"May 21, 2001",15,Non-WARN,,,2 - Workforce Investment Area II,,229,https://www.kansasworks.com/search/warn_lookups/229
"Payless ShoeSource, Inc.","Nov 14, 2001",30,Non-WARN,,,2 - Workforce Investment Area II,,230,https://www.kansasworks.com/search/warn_lookups/230
"Payless ShoeSource, Inc.","Dec 11, 2001",,Non-WARN,,,2 - Workforce Investment Area II,,231,https://www.kansasworks.com/search/warn_lookups/231
Southwestern Bell,"Jun 22, 2001",32,Non-WARN,,,2 - Workforce Investment Area II,,265,https://www.kansasworks.com/search/warn_lookups/265
GECKO Communications,"Feb 22, 2001",70,Non-WARN,,,2 - Workforce Investment Area II,,267,https://www.kansasworks.com/search/warn_lookups/267
Northern Reflections,"Apr 18, 2001",,Non-WARN,,,2 - Workforce Investment Area II,,269,https://www.kansasworks.com/search/warn_lookups/269
Sprint-Junction City,"Dec 06, 2001",30,Non-WARN,,,2 - Workforce Investment Area II,,272,https://www.kansasworks.com/search/warn_lookups/272
Bombardier Learjet,"Sep 27, 2001",100,Non-WARN,,,4 - Workforce Investment Area IV,,319,https://www.kansasworks.com/search/warn_lookups/319
Victory Alliance,"Sep 01, 2001",5,Non-WARN,,,4 - Workforce Investment Area IV,,321,https://www.kansasworks.com/search/warn_lookups/321
Bombardier Learjet,"Oct 09, 2001",70,Non-WARN,,,4 - Workforce Investment Area IV,,326,https://www.kansasworks.com/search/warn_lookups/326
Bombardier Learjet,"Nov 10, 2001",66,Non-WARN,,,4 - Workforce Investment Area IV,,328,https://www.kansasworks.com/search/warn_lookups/328
Victory Alliance,"Oct 18, 2001",20,Non-WARN,,,4 - Workforce Investment Area IV,,330,https://www.kansasworks.com/search/warn_lookups/330
DCCA,"Oct 29, 2001",,Non-WARN,,,4 - Workforce Investment Area IV,,332,https://www.kansasworks.com/search/warn_lookups/332
Raytheon Aircraft,"Sep 01, 2001",920,Non-WARN,,,4 - Workforce Investment Area IV,,341,https://www.kansasworks.com/search/warn_lookups/341
Raytheon Aircraft,"Dec 01, 2001",750,Non-WARN,,,4 - Workforce Investment Area IV,,342,https://www.kansasworks.com/search/warn_lookups/342
Great Plains Venture,"Mar 22, 2001",30,Non-WARN,,,4 - Workforce Investment Area IV,,345,https://www.kansasworks.com/search/warn_lookups/345
Goodwill Industries Easter Seals of Kansas,"Aug 01, 2001",,Non-WARN,,,4 - Workforce Investment Area IV,,346,https://www.kansasworks.com/search/warn_lookups/346
Ryan International Airlines,"Jul 09, 2001",163,Non-WARN,,,4 - Workforce Investment Area IV,,347,https://www.kansasworks.com/search/warn_lookups/347
G.T. Midwest Industrial,"Oct 26, 2001",3,Non-WARN,,,4 - Workforce Investment Area IV,,348,https://www.kansasworks.com/search/warn_lookups/348
Son Inc.,"Oct 22, 2001",6,Non-WARN,,,4 - Workforce Investment Area IV,,349,https://www.kansasworks.com/search/warn_lookups/349
Best Western International,"Dec 15, 2001",,WARN,,,4 - Workforce Investment Area IV,,351,https://www.kansasworks.com/search/warn_lookups/351
"Sigma Tek, Inc","Nov 16, 2001",15,Non-WARN,,,4 - Workforce Investment Area IV,,352,https://www.kansasworks.com/search/warn_lookups/352
Southern Education Council,"Jan 11, 2000",39,WARN,,,1 - Workforce Investment Area I,,4,https://www.kansasworks.com/search/warn_lookups/4
"Marconi Precision Aerostructures, Inc.","Jan 04, 2000",84,Non-WARN,,,4 - Workforce Investment Area IV,,6,https://www.kansasworks.com/search/warn_lookups/6
Summerfield Hotel Corp.,"Jan 18, 2000",80,Non-WARN,,,4 - Workforce Investment Area IV,,7,https://www.kansasworks.com/search/warn_lookups/7
Charter Behavioral Health System,"Jan 28, 2000",100,Non-WARN,,,4 - Workforce Investment Area IV,,10,https://www.kansasworks.com/search/warn_lookups/10
Parkview Passages Residential Treatment Center,"Jan 28, 2000",,WARN,,,2 - Workforce Investment Area II,,11,https://www.kansasworks.com/search/warn_lookups/11
"Tweco Products, Inc.","Jan 28, 2000",,Non-WARN,,,4 - Workforce Investment Area IV,,14,https://www.kansasworks.com/search/warn_lookups/14
"KanTel, Diamond Home Services, Inc.","Feb 01, 2000",160,Non-WARN,,,2 - Workforce Investment Area II,,28,https://www.kansasworks.com/search/warn_lookups/28
"Associated Wholesale Grocers, Inc.","Feb 02, 2000",687,WARN,,,3 - Workforce Investment Area III,5000 Kansas Avenue,29,https://www.kansasworks.com/search/warn_lookups/29
Halstead Hospital,"Feb 14, 2000",181,WARN,,,1 - Workforce Investment Area I,,32,https://www.kansasworks.com/search/warn_lookups/32
Boeing,"Jan 17, 2000",,WARN,,,4 - Workforce Investment Area IV,,38,https://www.kansasworks.com/search/warn_lookups/38
Koch Industries,"Jan 14, 2000",1000,Non-WARN,,,4 - Workforce Investment Area IV,,39,https://www.kansasworks.com/search/warn_lookups/39
Airosol,"Jul 24, 2000",25,Non-WARN,,,5 - Workforce Investment Area V,,42,https://www.kansasworks.com/search/warn_lookups/42
Dana Engine Controls,"Aug 26, 2000",50,Non-WARN,,,5 - Workforce Investment Area V,,43,https://www.kansasworks.com/search/warn_lookups/43
Midland Credit Manaagement,"Jun 14, 2000",,WARN,,,1 - Workforce Investment Area I,,46,https://www.kansasworks.com/search/warn_lookups/46
"KEY Industries, Inc.","May 01, 2000",65,WARN,,,1 - Workforce Investment Area I,523 E. Wall Street,47,https://www.kansasworks.com/search/warn_lookups/47
Birch Telecom of Kansas,"Nov 11, 2000",36,Non-WARN,,,5 - Workforce Investment Area V,,48,https://www.kansasworks.com/search/warn_lookups/48
Camptown Greyhound Park,"Nov 15, 2000",75,Non-WARN,,,5 - Workforce Investment Area V,,51,https://www.kansasworks.com/search/warn_lookups/51
Cobalt Boats,"Nov 09, 2000",,Non-WARN,,,5 - Workforce Investment Area V,,54,https://www.kansasworks.com/search/warn_lookups/54
Didde Web Press,"Dec 15, 2000",100,Non-WARN,,,5 - Workforce Investment Area V,,55,https://www.kansasworks.com/search/warn_lookups/55
Carl's Jr.,"Dec 28, 2000",35,Non-WARN,,,5 - Workforce Investment Area V,,56,https://www.kansasworks.com/search/warn_lookups/56
ConAgra Beef Co.,"Dec 26, 2000",1924,Non-WARN,,,1 - Workforce Investment Area I,,164,https://www.kansasworks.com/search/warn_lookups/164
The Menninger Clinic,"Dec 28, 2000",,WARN,,,2 - Workforce Investment Area II,,273,https://www.kansasworks.com/search/warn_lookups/273
Mercantile Stores West,"Jul 02, 1998",170,Non-WARN,,,3 - Workforce Investment Area III,,1,https://www.kansasworks.com/search/warn_lookups/1
Krause Corp.,"Oct 30, 1998",20,Non-WARN,,,1 - Workforce Investment Area I,,5,https://www.kansasworks.com/search/warn_lookups/5
Lowen Corporation,"Oct 30, 1998",20,Non-WARN,,,1 - Workforce Investment Area I,,8,https://www.kansasworks.com/search/warn_lookups/8
Mega Mfg.,"Oct 30, 1998",12,Non-WARN,,,1 - Workforce Investment Area I,,9,https://www.kansasworks.com/search/warn_lookups/9
Invalco Inc.,"Oct 30, 1998",36,WARN,,,1 - Workforce Investment Area I,,12,https://www.kansasworks.com/search/warn_lookups/12
Eaton Corp.,"Oct 27, 1998",,Non-WARN,,,1 - Workforce Investment Area I,,13,https://www.kansasworks.com/search/warn_lookups/13
IRE International,"Oct 30, 1998",63,WARN,,,4 - Workforce Investment Area IV,,15,https://www.kansasworks.com/search/warn_lookups/15
Wichita Wire,"Nov 06, 1998",37,Non-WARN,,,4 - Workforce Investment Area IV,,16,https://www.kansasworks.com/search/warn_lookups/16
Oakleaf Lodge,"Nov 13, 1998",39,Non-WARN,,,5 - Workforce Investment Area V,,17,https://www.kansasworks.com/search/warn_lookups/17
Genco Return Center,"Oct 30, 1998",18,Non-WARN,,,1 - Workforce Investment Area I,,18,https://www.kansasworks.com/search/warn_lookups/18
TriStar,"Oct 15, 1998",0,WARN,,,4 - Workforce Investment Area IV,,21,https://www.kansasworks.com/search/warn_lookups/21
Shoney's Distribution Center,"Oct 21, 1998",70,WARN,,,4 - Workforce Investment Area IV,,23,https://www.kansasworks.com/search/warn_lookups/23
Menninger Foundation,"Oct 28, 1998",,Non-WARN,,,2 - Workforce Investment Area II,,26,https://www.kansasworks.com/search/warn_lookups/26
Boeing Commercial Airplane Group,"Nov 30, 1998",16,WARN,,,4 - Workforce Investment Area IV,,27,https://www.kansasworks.com/search/warn_lookups/27
Boeing Co.,"Nov 30, 1998",98,WARN,,,4 - Workforce Investment Area IV,,30,https://www.kansasworks.com/search/warn_lookups/30
Boeing Co.,"Nov 30, 1998",404,WARN,,,4 - Workforce Investment Area IV,,31,https://www.kansasworks.com/search/warn_lookups/31
WIBW TV,"Nov 12, 1998",,Non-WARN,,,2 - Workforce Investment Area II,,33,https://www.kansasworks.com/search/warn_lookups/33
Avery Dennison,"Nov 02, 1998",32,Non-WARN,,,4 - Workforce Investment Area IV,,34,https://www.kansasworks.com/search/warn_lookups/34
Smith Fiberglass,"Nov 24, 1998",60,Non-WARN,,,4 - Workforce Investment Area IV,,35,https://www.kansasworks.com/search/warn_lookups/35
Boeing Co.,"Nov 30, 1998",236,WARN,,,4 - Workforce Investment Area IV,,37,https://www.kansasworks.com/search/warn_lookups/37
Boeing Co.,"Nov 30, 1998",,WARN,,,4 - Workforce Investment Area IV,,40,https://www.kansasworks.com/search/warn_lookups/40
Boeing Co.,"Nov 30, 1998",407,WARN,,,4 - Workforce Investment Area IV,,41,https://www.kansasworks.com/search/warn_lookups/41
Boeing Co.,"Nov 30, 1998",281,WARN,,,4 - Workforce Investment Area IV,,44,https://www.kansasworks.com/search/warn_lookups/44
Boeing Co.,"Nov 30, 1998",249,WARN,,,4 - Workforce Investment Area IV,,45,https://www.kansasworks.com/search/warn_lookups/45
Diamond Shamrock,"Nov 30, 1998",,Non-WARN,,,4 - Workforce Investment Area IV,,49,https://www.kansasworks.com/search/warn_lookups/49
Waymier's IGA,"Dec 04, 1998",25,Non-WARN,,,3 - Workforce Investment Area III,,50,https://www.kansasworks.com/search/warn_lookups/50
Emerson Electric,"Dec 15, 1998",320,Non-WARN,,,5 - Workforce Investment Area V,,52,https://www.kansasworks.com/search/warn_lookups/52
Stanley-Goldblatt Tools,"Nov 18, 1998",97,WARN,,,3 - Workforce Investment Area III,,53,https://www.kansasworks.com/search/warn_lookups/53
American Management Associates,"Dec 07, 1998",12,Non-WARN,,,3 - Workforce Investment Area III,,59,https://www.kansasworks.com/search/warn_lookups/59
Carlisle Syntec Inc.,"Nov 02, 1998",9,Non-WARN,,,1 - Workforce Investment Area I,,62,https://www.kansasworks.com/search/warn_lookups/62
National Garment Company,"Oct 19, 1998",,WARN,,,5 - Workforce Investment Area V,,217,https://www.kansasworks.com/search/warn_lookups/217
Laport-Inspec,"Oct 29, 1998",50,Non-WARN,,,5 - Workforce Investment Area V,,218,https://www.kansasworks.com/search/warn_lookups/218
Nash Finch (Wholesale Foods),"Sep 22, 1998",0,Non-WARN,,,1 - Workforce Investment Area I,,234,https://www.kansasworks.com/search/warn_lookups/234
Mallinckrodt,"Jul 03, 1998",86,Non-WARN,,,3 - Workforce Investment Area III,,235,https://www.kansasworks.com/search/warn_lookups/235
School Specialties,"Sep 22, 1998",15,Non-WARN,,,1 - Workforce Investment Area I,,239,https://www.kansasworks.com/search/warn_lookups/239
Bottenfields Inc Beauty Supply (Warehouse),"Sep 16, 1998",9,Non-WARN,,,5 - Workforce Investment Area V,,240,https://www.kansasworks.com/search/warn_lookups/240
Standard Motor Products,"Jul 06, 1998",60,Non-WARN,,,3 - Workforce Investment Area III,,242,https://www.kansasworks.com/search/warn_lookups/242
Louisiana Pacific,"Jun 10, 1998",15,Non-WARN,,,1 - Workforce Investment Area I,,243,https://www.kansasworks.com/search/warn_lookups/243
Bottenfields Beauty Supply,"Jul 24, 1998",,Non-WARN,,,5 - Workforce Investment Area V,,246,https://www.kansasworks.com/search/warn_lookups/246
Sunflower Roofing Ind. Inc.,"Sep 18, 1998",10,Non-WARN,,,4 - Workforce Investment Area IV,,247,https://www.kansasworks.com/search/warn_lookups/247
Nellcor Puritan Bennet,"Sep 22, 1998",21,Non-WARN,,,3 - Workforce Investment Area III,,248,https://www.kansasworks.com/search/warn_lookups/248
KS Adjutant General's Office,"Jul 31, 1998",5,Non-WARN,,,,,251,https://www.kansasworks.com/search/warn_lookups/251
Thomas and Betts,"Oct 06, 1998",,WARN,,,4 - Workforce Investment Area IV,,256,https://www.kansasworks.com/search/warn_lookups/256
Z - International,"Oct 14, 1998",30,Non-WARN,,,5 - Workforce Investment Area V,,257,https://www.kansasworks.com/search/warn_lookups/257
Prarie Hills Health Care,"Aug 04, 1998",15,Non-WARN,,,5 - Workforce Investment Area V,,259,https://www.kansasworks.com/search/warn_lookups/259
AMPI,"Aug 04, 1998",80,WARN,,,1 - Workforce Investment Area I,,260,https://www.kansasworks.com/search/warn_lookups/260
American States Insurance,"Aug 04, 1998",,Non-WARN,,,5 - Workforce Investment Area V,,262,https://www.kansasworks.com/search/warn_lookups/262
Luby's Cafeteria (2 Stores),"Oct 16, 1998",62,Non-WARN,,,4 - Workforce Investment Area IV,,263,https://www.kansasworks.com/search/warn_lookups/263
Focus Development,"Oct 15, 1998",65,Non-WARN,,,4 - Workforce Investment Area IV,,264,https://www.kansasworks.com/search/warn_lookups/264
