,company_name,location,notice_date,employees_affected,WARN Type,Address,URL
934,Lucent Technologies,,"Feb 11, 2003",1.0,WARN,,https://www.kansasworks.com/search/warn_lookups/477
935,Boeing Company,,"Feb 17, 2003",16.0,WARN,,https://www.kansasworks.com/search/warn_lookups/478
936,Raytheon Aircraft,,"Feb 07, 2003",16.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/479
937,Blue Cross/Blue Shield,,"May 15, 2002",3.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/350
938,LIBERTY REGIONAL AREA MARKETS (LRAM),,"Jan 04, 2002",50.0,Non-WARN,8735 ROSEHILL RD,https://www.kansasworks.com/search/warn_lookups/145
939,Eldorado National Inc.,,"Jan 25, 2002",38.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/147
940,Tyco Capital Corporation,,"Feb 01, 2002",40.0,WARN,,https://www.kansasworks.com/search/warn_lookups/161
941,Marc Industries,,"Feb 14, 2002",23.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/162
942,Master Machine Inc.,,"Feb 08, 2002",,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/166
943,GMAC,,"Feb 19, 2002",6.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/169
944,CNA INSURANCE,,"Feb 06, 2002",89.0,WARN,,https://www.kansasworks.com/search/warn_lookups/170
945,THERM-L-TEC INDUSTRIES,,"Feb 04, 2002",35.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/173
946,VECTRON INTERNATIONAL,,"Feb 25, 2002",0.0,WARN,,https://www.kansasworks.com/search/warn_lookups/176
947,EFTC Midwest Facility,,"Feb 06, 2002",15.0,WARN,,https://www.kansasworks.com/search/warn_lookups/181
948,HOBART CORPORATION,,"Feb 25, 2002",190.0,WARN,,https://www.kansasworks.com/search/warn_lookups/190
949,"Great Bend Manufacturing Co. - Div. of Bush Hog, L",,"Feb 21, 2002",,WARN,,https://www.kansasworks.com/search/warn_lookups/191
950,"Quinstar Equipment Co, LP",,"Mar 14, 2002",,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/192
951,Goodwill Industries Easter Seal,,"Mar 11, 2002",6.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/196
952,Modine Mfg,,"Mar 21, 2002",80.0,WARN,,https://www.kansasworks.com/search/warn_lookups/199
953,"Genmar Manufacturing of Kansas, L.L.C.",,"Mar 18, 2002",119.0,WARN,,https://www.kansasworks.com/search/warn_lookups/200
954,K-Mart,,"Mar 12, 2002",,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/201
955,Farmland Industries-Lawrence,,"Jan 10, 2002",54.0,WARN,,https://www.kansasworks.com/search/warn_lookups/209
956,Ottawa Truck,,"Jan 09, 2002",40.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/210
957,"Hill's Pet Nutrition, Inc. and Subsidiaries",,"Jan 18, 2002",27.0,WARN,,https://www.kansasworks.com/search/warn_lookups/212
958,Burlington Northern Santa Fe Railway,,"Feb 21, 2002",,WARN,,https://www.kansasworks.com/search/warn_lookups/227
959,Spiegel Group Telemarketing Service Inc.,,"Mar 12, 2002",670.0,WARN,same,https://www.kansasworks.com/search/warn_lookups/291
960,Wenger Louis Mfg Co,,"Jan 07, 2002",45.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/266
961,UCB Films,,"Feb 05, 2002",20.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/268
962,Andrew Corp,,"Apr 18, 2001",25.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/57
963,Cessna of Independence,,"May 21, 2001",250.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/58
964,Food 4 Less,,"Sep 26, 2001",40.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/61
965,PKM Steel Services,,"Nov 30, 2001",10.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/65
966,Country General,,"Nov 01, 2001",8.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/72
967,Country General,,"Nov 01, 2001",11.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/73
968,Country General,,"Nov 01, 2001",12.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/76
969,"Alltell Communications , Inc.",,"Mar 05, 2001",35.0,WARN,,https://www.kansasworks.com/search/warn_lookups/77
970,Eaton Corporation,,"Apr 03, 2001",51.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/78
971,IFH Deluxe Tank Manufacturing Co.,,"Mar 09, 2001",65.0,WARN,,https://www.kansasworks.com/search/warn_lookups/79
972,Morning Star Ministries Inc.,,"Apr 16, 2001",37.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/80
973,The Holland Company,,"Nov 16, 2001",19.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/83
974,McNally Mfg.,,"Dec 04, 2001",62.0,WARN,,https://www.kansasworks.com/search/warn_lookups/84
975,Cessna of Independence,,"Oct 24, 2001",150.0,WARN,,https://www.kansasworks.com/search/warn_lookups/87
976,Dillions Grocery,,"Nov 20, 2001",45.0,WARN,,https://www.kansasworks.com/search/warn_lookups/93
977,Andrews McMeel Publishing,,"Nov 01, 2001",,WARN,,https://www.kansasworks.com/search/warn_lookups/94
978,Convergent Label Technology,,"Nov 05, 2001",213.0,WARN,,https://www.kansasworks.com/search/warn_lookups/100
979,Northern Reflections,,"Apr 25, 2001",7.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/101
980,Eaton Corporation,,"Apr 17, 2001",18.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/102
981,"ASF-Keystone, Inc.",,"Mar 16, 2001",,WARN,,https://www.kansasworks.com/search/warn_lookups/103
982,"Heartland Wheat Growers, L.P.",,"May 01, 2001",53.0,WARN,,https://www.kansasworks.com/search/warn_lookups/104
983,APAC Customer Service,,"Jun 14, 2001",94.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/105
984,Great Bend Industries(Kaydon Corp.),,"Aug 10, 2001",17.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/106
985,Raytheon Aircraft Co.,,"Aug 16, 2001",,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/107
986,Western Auto Cooperation,,"Jul 31, 2001",7.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/109
987,Cedar Crest Manor/Prime Health Corporate owner,,"Aug 14, 2001",33.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/110
988,"Enersys, Inc.",,"Sep 13, 2001",9.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/112
989,Raytheon Aircraft Co.,,"Sep 13, 2001",32.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/114
990,Kincaid Equipment Mfg. Corp.,,"Oct 25, 2001",10.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/119
991,RANS Company,,"Sep 25, 2001",,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/120
992,Philips Lighting Company,,"Sep 07, 2001",12.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/123
993,Grand Central IGA,,"Oct 09, 2001",34.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/124
994,Payless Cashways Building Materials,,"Aug 29, 2001",40.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/125
995,Raytheon Aircraft Co.,,"Oct 04, 2001",,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/128
996,Raytheon Aircraft Co.,,"Oct 10, 2001",20.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/132
997,Jackson Ice Cream(Division of Dillon),,"Oct 16, 2001",12.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/134
998,Denny's Restaurant,,"Oct 25, 2001",33.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/135
999,Exide Corporation,,"Dec 05, 2001",100.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/139
1000,Philips Lighting,,"Dec 12, 2001",7.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/140
1001,Classic Cable,,"Jan 02, 2001",99.0,WARN,,https://www.kansasworks.com/search/warn_lookups/144
1002,Payless Cashways,,"Sep 06, 2001",,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/148
1003,Osborn Group Inc.,,"Aug 31, 2001",,WARN,,https://www.kansasworks.com/search/warn_lookups/151
1004,Nationwide Credit Inc. (NCI),,"Oct 03, 2001",32.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/152
1005,Honewell International,,"Oct 17, 2001",157.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/155
1006,ABC-NACO,,"Oct 11, 2001",0.0,WARN,,https://www.kansasworks.com/search/warn_lookups/158
1007,Transamerica Finance,,"Jan 31, 2001",215.0,WARN,,https://www.kansasworks.com/search/warn_lookups/159
1008,DCCCA,,"Oct 29, 2001",30.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/180
1009,Ottawa Truck,,"Sep 11, 2001",22.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/182
1010,York Pharmaceuticals,,"Jul 09, 2001",,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/193
1011,Sprint Corporation,,"Oct 17, 2001",1300.0,WARN,,https://www.kansasworks.com/search/warn_lookups/194
1012,Pryor Resources Inc.,,"Jul 24, 2001",210.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/195
1013,Health Midwest - Menorah Medical Center,,"Oct 08, 2001",803.0,WARN,,https://www.kansasworks.com/search/warn_lookups/197
1014,Deluxe Check Corporation,,"Aug 01, 2001",70.0,WARN,,https://www.kansasworks.com/search/warn_lookups/198
1015,Bridge Information Systems,,"Sep 04, 2001",20.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/203
1016,Alliant Techsystems Inc,,"Jul 09, 2001",70.0,WARN,,https://www.kansasworks.com/search/warn_lookups/204
1017,Farmland Foods,,"Jul 30, 2001",,WARN,,https://www.kansasworks.com/search/warn_lookups/205
1018,EFTC Midwest Facility,,"Jul 02, 2001",180.0,WARN,,https://www.kansasworks.com/search/warn_lookups/206
1019,Montgomery Wards,,"Jan 12, 2001",122.0,WARN,,https://www.kansasworks.com/search/warn_lookups/207
1020,Farmland Industries-Lawrence,,"May 01, 2001",93.0,WARN,,https://www.kansasworks.com/search/warn_lookups/208
1021,Maupintour,,"Sep 26, 2001",,WARN,,https://www.kansasworks.com/search/warn_lookups/211
1022,Callahan Creek,,"Jul 31, 2001",4.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/213
1023,Cargill Topeka North Flour Mill,,"Apr 24, 2001",20.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/215
1024,Santa Fe Trail Nursing Center,,"Aug 03, 2001",28.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/216
1025,Contract Services,,"Apr 23, 2001",,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/219
1026,Dept. of Corrections,,"Feb 08, 2001",21.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/220
1027,Snorkel,,"Mar 13, 2001",40.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/221
1028,Snorkel/OmniQuip Textron Inc.,,"Jun 17, 2001",200.0,WARN,,https://www.kansasworks.com/search/warn_lookups/222
1029,Duffens Optical,,"Mar 14, 2001",,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/223
1030,"Graphic Promotions, Inc.",,"Apr 17, 2001",29.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/224
1031,On Stage/Disney Direct Marketing,,"Feb 27, 2001",115.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/225
1032,"Oread Inc,",,"Feb 16, 2001",100.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/226
1033,Payless Cashways,,"Aug 30, 2001",25.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/228
1034,Topeka Metal Specialties,,"May 21, 2001",15.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/229
1035,"Payless ShoeSource, Inc.",,"Nov 14, 2001",30.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/230
1036,"Payless ShoeSource, Inc.",,"Dec 11, 2001",,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/231
1037,Southwestern Bell,,"Jun 22, 2001",32.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/265
1038,GECKO Communications,,"Feb 22, 2001",70.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/267
1039,Northern Reflections,,"Apr 18, 2001",,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/269
1040,Sprint-Junction City,,"Dec 06, 2001",30.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/272
1041,Bombardier Learjet,,"Sep 27, 2001",100.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/319
1042,Victory Alliance,,"Sep 01, 2001",5.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/321
1043,Bombardier Learjet,,"Oct 09, 2001",70.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/326
1044,Bombardier Learjet,,"Nov 10, 2001",66.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/328
1045,Victory Alliance,,"Oct 18, 2001",20.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/330
1046,DCCA,,"Oct 29, 2001",,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/332
1047,Raytheon Aircraft,,"Sep 01, 2001",920.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/341
1048,Raytheon Aircraft,,"Dec 01, 2001",750.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/342
1049,Great Plains Venture,,"Mar 22, 2001",30.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/345
1050,Goodwill Industries Easter Seals of Kansas,,"Aug 01, 2001",,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/346
1051,Ryan International Airlines,,"Jul 09, 2001",163.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/347
1052,G.T. Midwest Industrial,,"Oct 26, 2001",3.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/348
1053,Son Inc.,,"Oct 22, 2001",6.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/349
1054,Best Western International,,"Dec 15, 2001",,WARN,,https://www.kansasworks.com/search/warn_lookups/351
1055,"Sigma Tek, Inc",,"Nov 16, 2001",15.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/352
1056,Southern Education Council,,"Jan 11, 2000",39.0,WARN,,https://www.kansasworks.com/search/warn_lookups/4
1057,"Marconi Precision Aerostructures, Inc.",,"Jan 04, 2000",84.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/6
1058,Summerfield Hotel Corp.,,"Jan 18, 2000",80.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/7
1059,Charter Behavioral Health System,,"Jan 28, 2000",100.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/10
1060,Parkview Passages Residential Treatment Center,,"Jan 28, 2000",,WARN,,https://www.kansasworks.com/search/warn_lookups/11
1061,"Tweco Products, Inc.",,"Jan 28, 2000",,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/14
1062,"KanTel, Diamond Home Services, Inc.",,"Feb 01, 2000",160.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/28
1063,"Associated Wholesale Grocers, Inc.",,"Feb 02, 2000",687.0,WARN,5000 Kansas Avenue,https://www.kansasworks.com/search/warn_lookups/29
1064,Halstead Hospital,,"Feb 14, 2000",181.0,WARN,,https://www.kansasworks.com/search/warn_lookups/32
1065,Boeing,,"Jan 17, 2000",,WARN,,https://www.kansasworks.com/search/warn_lookups/38
1066,Koch Industries,,"Jan 14, 2000",1000.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/39
1067,Airosol,,"Jul 24, 2000",25.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/42
1068,Dana Engine Controls,,"Aug 26, 2000",50.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/43
1069,Midland Credit Manaagement,,"Jun 14, 2000",,WARN,,https://www.kansasworks.com/search/warn_lookups/46
1070,"KEY Industries, Inc.",,"May 01, 2000",65.0,WARN,523 E. Wall Street,https://www.kansasworks.com/search/warn_lookups/47
1071,Birch Telecom of Kansas,,"Nov 11, 2000",36.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/48
1072,Camptown Greyhound Park,,"Nov 15, 2000",75.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/51
1073,Cobalt Boats,,"Nov 09, 2000",,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/54
1074,Didde Web Press,,"Dec 15, 2000",100.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/55
1075,Carl's Jr.,,"Dec 28, 2000",35.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/56
1076,ConAgra Beef Co.,,"Dec 26, 2000",1924.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/164
1077,The Menninger Clinic,,"Dec 28, 2000",,WARN,,https://www.kansasworks.com/search/warn_lookups/273
1078,Mercantile Stores West,,"Jul 02, 1998",170.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/1
1079,Krause Corp.,,"Oct 30, 1998",20.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/5
1080,Lowen Corporation,,"Oct 30, 1998",20.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/8
1081,Mega Mfg.,,"Oct 30, 1998",12.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/9
1082,Invalco Inc.,,"Oct 30, 1998",36.0,WARN,,https://www.kansasworks.com/search/warn_lookups/12
1083,Eaton Corp.,,"Oct 27, 1998",,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/13
1084,IRE International,,"Oct 30, 1998",63.0,WARN,,https://www.kansasworks.com/search/warn_lookups/15
1085,Wichita Wire,,"Nov 06, 1998",37.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/16
1086,Oakleaf Lodge,,"Nov 13, 1998",39.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/17
1087,Genco Return Center,,"Oct 30, 1998",18.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/18
1088,TriStar,,"Oct 15, 1998",0.0,WARN,,https://www.kansasworks.com/search/warn_lookups/21
1089,Shoney's Distribution Center,,"Oct 21, 1998",70.0,WARN,,https://www.kansasworks.com/search/warn_lookups/23
1090,Menninger Foundation,,"Oct 28, 1998",,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/26
1091,Boeing Commercial Airplane Group,,"Nov 30, 1998",16.0,WARN,,https://www.kansasworks.com/search/warn_lookups/27
1092,Boeing Co.,,"Nov 30, 1998",98.0,WARN,,https://www.kansasworks.com/search/warn_lookups/30
1093,Boeing Co.,,"Nov 30, 1998",404.0,WARN,,https://www.kansasworks.com/search/warn_lookups/31
1094,WIBW TV,,"Nov 12, 1998",,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/33
1095,Avery Dennison,,"Nov 02, 1998",32.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/34
1096,Smith Fiberglass,,"Nov 24, 1998",60.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/35
1097,Boeing Co.,,"Nov 30, 1998",236.0,WARN,,https://www.kansasworks.com/search/warn_lookups/37
1098,Boeing Co.,,"Nov 30, 1998",,WARN,,https://www.kansasworks.com/search/warn_lookups/40
1099,Boeing Co.,,"Nov 30, 1998",407.0,WARN,,https://www.kansasworks.com/search/warn_lookups/41
1100,Boeing Co.,,"Nov 30, 1998",281.0,WARN,,https://www.kansasworks.com/search/warn_lookups/44
1101,Boeing Co.,,"Nov 30, 1998",249.0,WARN,,https://www.kansasworks.com/search/warn_lookups/45
1102,Diamond Shamrock,,"Nov 30, 1998",,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/49
1103,Waymier's IGA,,"Dec 04, 1998",25.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/50
1104,Emerson Electric,,"Dec 15, 1998",320.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/52
1105,Stanley-Goldblatt Tools,,"Nov 18, 1998",97.0,WARN,,https://www.kansasworks.com/search/warn_lookups/53
1106,American Management Associates,,"Dec 07, 1998",12.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/59
1107,Carlisle Syntec Inc.,,"Nov 02, 1998",9.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/62
1108,National Garment Company,,"Oct 19, 1998",,WARN,,https://www.kansasworks.com/search/warn_lookups/217
1109,Laport-Inspec,,"Oct 29, 1998",50.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/218
1110,Nash Finch (Wholesale Foods),,"Sep 22, 1998",0.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/234
1111,Mallinckrodt,,"Jul 03, 1998",86.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/235
1112,School Specialties,,"Sep 22, 1998",15.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/239
1113,Bottenfields Inc Beauty Supply (Warehouse),,"Sep 16, 1998",9.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/240
1114,Standard Motor Products,,"Jul 06, 1998",60.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/242
1115,Louisiana Pacific,,"Jun 10, 1998",15.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/243
1116,Bottenfields Beauty Supply,,"Jul 24, 1998",,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/246
1117,Sunflower Roofing Ind. Inc.,,"Sep 18, 1998",10.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/247
1118,Nellcor Puritan Bennet,,"Sep 22, 1998",21.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/248
1119,KS Adjutant General's Office,,"Jul 31, 1998",5.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/251
1120,Thomas and Betts,,"Oct 06, 1998",,WARN,,https://www.kansasworks.com/search/warn_lookups/256
1121,Z - International,,"Oct 14, 1998",30.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/257
1122,Prarie Hills Health Care,,"Aug 04, 1998",15.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/259
1123,AMPI,,"Aug 04, 1998",80.0,WARN,,https://www.kansasworks.com/search/warn_lookups/260
1124,American States Insurance,,"Aug 04, 1998",,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/262
1125,Luby's Cafeteria (2 Stores),,"Oct 16, 1998",62.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/263
1126,Focus Development,,"Oct 15, 1998",65.0,Non-WARN,,https://www.kansasworks.com/search/warn_lookups/264
