,company_name,location,notice_date,employees_affected,URL
313,Le Garage,,"Apr 24, 2017",25.0,https://joblink.maine.gov/search/warn_lookups/66
314,BIW,,"Apr 24, 2017",50.0,https://joblink.maine.gov/search/warn_lookups/67
315,The Yard at the Mill,,"Apr 27, 2017",4.0,https://joblink.maine.gov/search/warn_lookups/68
316,Dollar Express/Family Dollar,,"Apr 03, 2017",,https://joblink.maine.gov/search/warn_lookups/69
317,Dollar Express/Family Dollar,,"Apr 03, 2017",5.0,https://joblink.maine.gov/search/warn_lookups/70
318,Dollar Express/Family Dollar,,"Apr 03, 2017",5.0,https://joblink.maine.gov/search/warn_lookups/71
319,Chaffee Transport,,"Apr 07, 2017",2.0,https://joblink.maine.gov/search/warn_lookups/72
320,JC Penney,,"Apr 03, 2017",,https://joblink.maine.gov/search/warn_lookups/73
321,Payless Shoes,,"Apr 11, 2017",3.0,https://joblink.maine.gov/search/warn_lookups/74
322,Payless Shoes,,"Apr 12, 2017",5.0,https://joblink.maine.gov/search/warn_lookups/75
323,Dollar Express/Family Dollar,,"May 01, 2017",5.0,https://joblink.maine.gov/search/warn_lookups/76
324,Rue 21,,"Apr 18, 2017",,https://joblink.maine.gov/search/warn_lookups/77
325,Payless,,"Apr 10, 2017",4.0,https://joblink.maine.gov/search/warn_lookups/78
326,Rue 21,,"Apr 26, 2017",3.0,https://joblink.maine.gov/search/warn_lookups/79
327,Pizza Hut,,"May 08, 2017",14.0,https://joblink.maine.gov/search/warn_lookups/80
328,Profile Ford- Blueberry/Cranberry Ford,,"May 15, 2017",,https://joblink.maine.gov/search/warn_lookups/81
329,Rue 21,,"Apr 18, 2017",15.0,https://joblink.maine.gov/search/warn_lookups/82
330,Windham Millwork,,"May 08, 2017",15.0,https://joblink.maine.gov/search/warn_lookups/83
331,Mr. Mike's,,"May 24, 2017",,https://joblink.maine.gov/search/warn_lookups/84
332,Family Dollar,,"May 05, 2017",8.0,https://joblink.maine.gov/search/warn_lookups/85
333,Bridge Restaurant,,"Jun 19, 2017",7.0,https://joblink.maine.gov/search/warn_lookups/87
334,Southern Kennebec Child Development,,"May 01, 2017",12.0,https://joblink.maine.gov/search/warn_lookups/88
335,Bon-Ton,,"Jun 15, 2017",,https://joblink.maine.gov/search/warn_lookups/89
336,Ace Hardware,,"Jul 17, 2017",26.0,https://joblink.maine.gov/search/warn_lookups/90
337,Asian Taste,,"Jul 16, 2017",26.0,https://joblink.maine.gov/search/warn_lookups/93
338,Solo Bistro,,"Jul 31, 2017",15.0,https://joblink.maine.gov/search/warn_lookups/94
339,Ravens Roost,,"Aug 01, 2017",,https://joblink.maine.gov/search/warn_lookups/95
340,Surgi-Care Inc.,,"Aug 14, 2017",,https://joblink.maine.gov/search/warn_lookups/96
341,Walkers Family Restaurant,,"Sep 05, 2017",30.0,https://joblink.maine.gov/search/warn_lookups/97
342,Cornerstone Christian Academy,,"Sep 01, 2017",8.0,https://joblink.maine.gov/search/warn_lookups/98
343,Ecoshel,,"Jul 10, 2017",11.0,https://joblink.maine.gov/search/warn_lookups/99
344,Vacationland Bowling,,"Sep 19, 2017",,https://joblink.maine.gov/search/warn_lookups/100
345,Southgate Restaurant,,"Sep 27, 2017",10.0,https://joblink.maine.gov/search/warn_lookups/101
346,National Wood Products,,"Oct 19, 2017",20.0,https://joblink.maine.gov/search/warn_lookups/102
347,Owens Corning Composite Materials,,"Oct 09, 2017",60.0,https://joblink.maine.gov/search/warn_lookups/103
348,Owens Corning Composite Materials,,"Oct 09, 2017",,https://joblink.maine.gov/search/warn_lookups/104
349,"Moosewood Millworks, LLC",,"Oct 16, 2017",,https://joblink.maine.gov/search/warn_lookups/105
350,Davids KPT Restaurant,,"Oct 30, 2017",40.0,https://joblink.maine.gov/search/warn_lookups/106
351,Chaffee Transport,,"Oct 26, 2017",1.0,https://joblink.maine.gov/search/warn_lookups/107
352,Eastern Maine Development Corp.,,"Nov 21, 2017",10.0,https://joblink.maine.gov/search/warn_lookups/108
353,Sitel,,"Dec 08, 2017",,https://joblink.maine.gov/search/warn_lookups/109
354,St. Josephs College,,"Dec 08, 2017",19.0,https://joblink.maine.gov/search/warn_lookups/110
355,Cosmic Charlies,,"Dec 07, 2017",11.0,https://joblink.maine.gov/search/warn_lookups/111
356,Charming Charlies,,"Dec 06, 2017",,https://joblink.maine.gov/search/warn_lookups/112
357,Somerset Manor,,"Dec 08, 2017",,https://joblink.maine.gov/search/warn_lookups/113
358,Thomas Moser,,"Dec 08, 2017",67.0,https://joblink.maine.gov/search/warn_lookups/114
359,Boivans Harvet House,,"Dec 18, 2017",13.0,https://joblink.maine.gov/search/warn_lookups/115
360,KBS Builders,,"Dec 21, 2017",20.0,https://joblink.maine.gov/search/warn_lookups/116
361,Dairy Queen,,"Dec 18, 2017",,https://joblink.maine.gov/search/warn_lookups/122
362,Madison Paper Industries,,"Mar 14, 2016",210.0,https://joblink.maine.gov/search/warn_lookups/49
363,Maine Made Furniture,,"Aug 31, 2016",10.0,https://joblink.maine.gov/search/warn_lookups/53
364,Bibo's Madd Apple Cafe,,"Dec 31, 2016",,https://joblink.maine.gov/search/warn_lookups/57
365,KBS,,"Nov 01, 2016",55.0,https://joblink.maine.gov/search/warn_lookups/58
366,Denny's,,"Dec 23, 2016",40.0,https://joblink.maine.gov/search/warn_lookups/59
367,Weatherend Furniture,,"Oct 20, 2016",9.0,https://joblink.maine.gov/search/warn_lookups/60
368,Evergreen Manufacturing,,"Feb 19, 2016",,https://joblink.maine.gov/search/warn_lookups/64
369,Sears - Augusta,,"Dec 27, 2016",,https://joblink.maine.gov/search/warn_lookups/326
370,Expera,,"Oct 12, 2015",220.0,https://joblink.maine.gov/search/warn_lookups/50
371,Lincoln Paper and Tissue,,"Sep 28, 2015",200.0,https://joblink.maine.gov/search/warn_lookups/86
372,Cascade Fiber,,"Jun 29, 2015",,https://joblink.maine.gov/search/warn_lookups/132
373,Corinth Wood Pellets,,"Sep 20, 2015",15.0,https://joblink.maine.gov/search/warn_lookups/155
374,Verso Paper,"2 River Rd; Bucksport, Maine 04416","Oct 01, 2014",500.0,https://joblink.maine.gov/search/warn_lookups/52
375,UTC,,"Nov 01, 2014",,https://joblink.maine.gov/search/warn_lookups/128
376,Great Northern Paper,,"Feb 06, 2014",250.0,https://joblink.maine.gov/search/warn_lookups/130
377,William Aurthur / Crane Co,,"Apr 18, 2013",270.0,https://joblink.maine.gov/search/warn_lookups/127
378,Laserwords,,"Aug 01, 2013",,https://joblink.maine.gov/search/warn_lookups/129
379,Hostess,,"Jan 25, 2012",423.0,https://joblink.maine.gov/search/warn_lookups/131
